title,category
Paid for Health checkup from pharmacy,Health
Bought Sneakers from shopping center,Shopping
Monthly Insurance premium,Bills
Snack at campus canteen Dal bhat,Food
Exam fee - university,Education
Bought Music album from PlayStation,Entertainment
Purchased Uber ride for weekend trip,Transport
Dinner at local bakery Chicken curry,Food
Bought Pancakes from Foodmandu,Food
Booked Theatre ticket with friends,Entertainment
Refueled with Petrol to the mall,Transport
Paid for Spotify Cinema ticket,Entertainment
Registered for Software license for study from bookstore,Education
Used local garage Train ticket,Transport
Bought Dental treatment monthly,Health
Cleared NEA Credit card payment,Bills
Paid for Mobile recharge from local ISP,Bills
Kitchenware for July,Shopping
Got a new Backpack from boutique,Shopping
Board game - Xbox Game Pass,Entertainment
Cleared Cable TV bill from telecom provider,Bills
Took out Donuts from Foodmandu,Food
Refueled with local garage Cab fare,Transport
Home loan installment for December,Bills
Paid for Property tax from NEA,Bills
Credit card payment - telecom provider,Bills
Refueled with Metro card recharge,Transport
Renewed Netflix Board game,Entertainment
Purchased Thesis printing this semester,Education
Stationery - bookstore,Education
Booked petrol pump Scooter rental,Transport
Bought College tuition this semester,Education
Bought Sunglasses online order,Shopping
Paid insurance company Mobile recharge,Bills
Purchased Project materials from bookstore,Education
Snack at Bubble tea with friends,Food
Cleared WiFi payment,Bills
Paid Udemy Programming course,Education
Loan EMI - bank,Bills
Registered for Udemy Online course,Education
Subscribed to Xbox Game Pass Board game,Entertainment
Petrol for February,Transport
Subscribed to Spotify Bowling session,Entertainment
Paid for Daraz Jacket,Shopping
Ordered boutique Jeans,Shopping
Bought Steam purchase from PlayStation,Entertainment
Got a new Wallet from online store,Shopping
Paid for Eye checkup monthly,Health
Renewed Netflix Netflix subscription,Entertainment
Booked YouTube Premium with friends,Entertainment
Purchased InDrive Parking fee,Transport
Enrolled in Software license for study from local college,Education
Booked wellness center Physiotherapy session,Health
Bought local college College supplies,Education
Visited for Doctor appointment from hospital,Health
Recharged Petrol,Transport
Spotify E-book purchase,Entertainment
Got a new Backpack for birthday gift,Shopping
Grabbed Fruits with friends,Food
Seminar fee for March,Education
Ordered Sunglasses from local mall,Shopping
Refueled with Bike wash from InDrive,Transport
Paid for Comic book from PlayStation,Entertainment
Renewed Gaming subscription family plan,Entertainment
Snacks - KFC,Food
Renewed Board game from Netflix,Entertainment
Booked Cab fare to home,Transport
Disney+ subscription - Spotify,Entertainment
Medicine for November,Health
Paid Maintenance fee from insurance company,Bills
Shopping for Power bank from shopping center,Shopping
Dal bhat - street food stall,Food
Sneakers - online store,Shopping
Paid for E-book purchase from PlayStation,Entertainment
Bought Project materials,Education
Stand-up comedy show from local cinema,Entertainment
Bike repair for May,Transport
Helmet purchase to the mall,Transport
Booked Board game from PlayStation,Entertainment
Subscribed to Spotify subscription family plan,Entertainment
Thukpa for February,Food
Renewed Comic book annual plan,Entertainment
Socks from Amazon,Shopping
Went for Blood test from local clinic,Health
Took a Parking fee from Sajha Yatayat,Transport
Subscribed to E-book purchase from PlayStation,Entertainment
Purchased Netflix Steam purchase,Entertainment
Booked Concert ticket family plan,Entertainment
Settled Cable TV bill from local ISP,Bills
Got a new Earrings online order,Shopping
Maintenance fee - insurance company,Bills
Bought Coaching class fee from Coursera,Education
Visited for Dental treatment from diagnostic center,Health
Netflix subscription - PlayStation,Entertainment
Had Sushi for the party,Food
Purchased new Watch for office,Shopping
Dinner at Sandwich with family,Food
Used Parking fee to hospital,Transport
Bought Study materials from Coursera,Education
Used Vehicle insurance for weekend trip,Transport
Parking fee for November,Transport
Bought Wow Momo Salad,Food
Laptop bag for January,Shopping
Booked wellness center Painkillers,Health
Bought Gaming subscription from Disney+,Entertainment
Used gas station Bike rental,Transport
Paid for wellness center Health insurance premium,Health
Paid for InDrive Bike repair,Transport
Purchased new boutique Perfume,Shopping
Paid Library fine,Education
Purchased Xbox Game Pass Amazon Prime membership,Entertainment
Amazon Prime PlayStation Plus,Entertainment
Enrolled in Textbooks annual fee,Education
Paid for Disney+ subscription from Spotify,Entertainment
Recharged Metro card recharge to office,Transport
Ordered Jeans from outlet store,Shopping
Subscribed to Netflix subscription annual plan,Entertainment
Cleared landlord Apartment rent,Bills
Purchased university Stationery,Education
Fruits - Burger King,Food
Paid Software license for study this semester,Education
YouTube Premium for December,Entertainment
Used Tire replacement to the mall,Transport
Settled local ISP Maintenance fee,Bills
Paid Certification exam from local college,Education
Paid for Perfume from local mall,Shopping
Chicken curry for April,Food
Purchased InDrive Bike fuel,Transport
Maintenance fee for August,Bills
Purchased new Makeup kit from shopping center,Shopping
Paid Exam fee from library,Education
Refueled with Pathao Train ticket,Transport
Registered for University fee from local college,Education
Refueled with Pathao Flight ticket,Transport
Recharged local garage Pathao ride,Transport
Paid Exam fee for the workshop,Education
Monthly insurance company Garbage collection fee,Bills
Bought Donuts from McDonald's,Food
Bought local clinic Medical bill,Health
Health checkup,Health
Paid for local mall Socks,Shopping
Had Kebab with friends,Food
Purchased Software license for study from Coursera,Education
Bus ticket from Sajha Yatayat,Transport
Arcade tokens weekend outing,Entertainment
Purchased new local mall Charger,Shopping
Lab test for September,Health
X-ray - gym,Health
Paid utility company Property tax,Bills
Booked E-book purchase weekend outing,Entertainment
Paid for PlayStation Theatre ticket,Entertainment
Paid House rent from NEA,Bills
Paid for Car rental from local garage,Transport
Purchased Steam Netflix subscription,Entertainment
Board game for January,Entertainment
Purchased new Jacket from outlet store,Shopping
Purchased Spotify Theatre ticket,Entertainment
Dinner at Pastry takeaway,Food
Used Vehicle insurance from petrol pump,Transport
Paid for Dental appointment routine visit,Health
Breakfast at Rice bag from Pizza Hut,Food
Shopping for Backpack from outlet store,Shopping
Paid for Tea with family,Food
Booked gas station Flight ticket,Transport
Paid for Health insurance premium from hospital,Health
Paid WiFi payment for the house,Bills
Ride share for November,Transport
Certification exam - Udemy,Education
Paid for Belt,Shopping
Subscribed to Spotify subscription from Xbox Game Pass,Entertainment
Paid for InDrive Bike wash,Transport
Booked Yoga class fee,Health
Took a Uber Auto rickshaw fare,Transport
Seminar fee - university,Education
Milk - Starbucks,Food
Used gas station Ride share,Transport
Daraz Headphones,Shopping
Cable TV bill - insurance company,Bills
Paid for insurance company Water tank refill,Bills
Paid Maintenance fee quarterly payment,Bills
Refueled with Car rental from Pathao,Transport
Paid for Maintenance fee,Bills
Monthly Internet bill from landlord,Bills
Registered for Software license for study from university,Education
Purchased new online store Electronics gadget,Shopping
Movie ticket for June,Entertainment
Gas cylinder for February,Bills
Ordered Headphones for college,Shopping
Monthly Home loan installment from telecom provider,Bills
Booked Bowling session with friends,Entertainment
Went for Doctor appointment from local clinic,Health
Took a Parking fee for a trip,Transport
Visited for Eye checkup from gym,Health
Purchased Bubble tea at office,Food
Yoga class fee - wellness center,Health
Bought Bubble tea,Food
Bought Spotify subscription,Entertainment
Purchased Online course annual fee,Education
Lunch at hotel restaurant Falafel,Food
Eggs - campus canteen,Food
Ordered Vegetables from Foodmandu,Food
Monthly House rent from insurance company,Bills
Ordered Fried chicken on the way home,Food
Dental appointment,Health
Paid Water bill annual payment,Bills
Paid for local clinic Lab test,Health
Enrolled in Exam fee for the workshop,Education
Ordered Earrings for office,Shopping
Bought Subway Eggs,Food
Monthly Cable TV bill for the house,Bills
Paid School books from Udemy,Education
Monthly rent for June,Bills
Bedsheet for office,Shopping
Dinner at Burrito from restaurant,Food
Cleared insurance company Electricity bill,Bills
Paid university Software license for study,Education
College tuition - coaching center,Education
Enrolled in Seminar fee for the workshop,Education
Music album - Amazon Prime,Entertainment
Bought Bowling session annual plan,Entertainment
Went for Yoga class fee,Health
Went for Physiotherapy session checkup,Health
Registered for Udemy Seminar fee,Education
Used Helmet purchase from local garage,Transport
Paid for wellness center Doctor appointment,Health
Bike fuel for December,Transport
Took a Diesel from Pathao,Transport
Paid for Perfume from Amazon,Shopping
Subscribed to Bowling session from Netflix,Entertainment
Renewed Movie ticket annual plan,Entertainment
Purchased new Shoes from boutique,Shopping
Refueled with Pathao Toll fee,Transport
Bought Headphones from Daraz,Shopping
Bought local mall Sweater,Shopping
Purchased new Laptop bag for office,Shopping
Purchased PlayStation Netflix subscription,Entertainment
Paid for online store Curtains,Shopping
Milk - Burger King,Food
Paid for diagnostic center Vitamin supplements,Health
Video game purchase for April,Entertainment
Refueled with Tootle Toll fee,Transport
Parking fee - Sajha Yatayat,Transport
Water bill for May,Bills
Took a Parking fee from InDrive,Transport
Purchased new Umbrella for birthday gift,Shopping
Mobile recharge - landlord,Bills
Paid Cable TV bill for the house,Bills
Bought Surgery cost from local clinic,Health
Electronics gadget from Daraz,Shopping
Ordered Curtains from local mall,Shopping
Cleared Garbage collection fee,Bills
Netflix subscription from Netflix,Entertainment
Visited for Dental treatment from pharmacy,Health
Cleared local ISP Cable TV bill,Bills
Paid for Auto rickshaw fare,Transport
Purchased new Jeans from boutique,Shopping
Subscribed to Steam Karaoke night,Entertainment
Necklace - local mall,Shopping
Paid for Gym membership from pharmacy,Health
Flight ticket for December,Transport
Got a new Shirt,Shopping
Paid for Board game from YouTube,Entertainment
Subscribed to PlayStation Steam purchase,Entertainment
Laptop bag - local mall,Shopping
Bought Shoes for office,Shopping
Settled NEA Internet bill,Bills
Gas cylinder - local ISP,Bills
Snack at Vegetables,Food
Booked Tootle Fuel station,Transport
Purchased Seminar fee from library,Education
Took out Sandwich with friends,Food
Monthly rent - NEA,Bills
Wallet - shopping center,Shopping
Paid landlord Insurance premium,Bills
Flight ticket - InDrive,Transport
Paid College tuition for the workshop,Education
Dinner at campus canteen Sandwich,Food
Enrolled in Udemy Software license for study,Education
Took a Bus ticket for a trip,Transport
Bought dhaba Sushi,Food
Got a new Umbrella from online store,Shopping
Took out KFC Bread,Food
Cleared NEA House rent,Bills
